datetime,event,aspecting_planet,aspecting_sign,aspecting_degree,aspected_planet,aspected_sign,aspected_degree,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-09 19:00:00,Parashara_Drishti,Mars,Sagittarius,"25°00'12.01""",Jupiter,Gemini,"26°00'07.22""",7th House,7,180,180.9987,0.9987,Weak
2026-01-09 19:00:00,Parashara_Drishti,Jupiter,Gemini,"26°00'07.22""",Mars,Sagittarius,"25°00'12.01""",7th House,7,180,179.0013,0.9987,Weak
2026-01-09 19:15:00,Parashara_Drishti,Mars,Sagittarius,"25°00'40.95""",Jupiter,Gemini,"26°00'02.16""",7th House,7,180,180.9892,0.9892,Weak
2026-01-09 19:15:00,Parashara_Drishti,Jupiter,Gemini,"26°00'02.16""",Mars,Sagittarius,"25°00'40.95""",7th House,7,180,179.0108,0.9892,Weak
2026-01-09 19:30:00,Parashara_Drishti,Mars,Sagittarius,"25°01'09.89""",Jupiter,Gemini,"25°59'57.10""",7th House,7,180,180.9798,0.9798,Weak
2026-01-09 19:30:00,Parashara_Drishti,Jupiter,Gemini,"25°59'57.10""",Mars,Sagittarius,"25°01'09.89""",7th House,7,180,179.0202,0.9798,Weak
2026-01-09 19:45:00,Parashara_Drishti,Mars,Sagittarius,"25°01'38.84""",Jupiter,Gemini,"25°59'52.03""",7th House,7,180,180.9703,0.9703,Weak
2026-01-09 19:45:00,Parashara_Drishti,Jupiter,Gemini,"25°59'52.03""",Mars,Sagittarius,"25°01'38.84""",7th House,7,180,179.0297,0.9703,Weak
2026-01-09 20:00:00,Parashara_Drishti,Mars,Sagittarius,"25°02'07.78""",Jupiter,Gemini,"25°59'46.97""",7th House,7,180,180.9609,0.9609,Weak
2026-01-09 20:00:00,Parashara_Drishti,Jupiter,Gemini,"25°59'46.97""",Mars,Sagittarius,"25°02'07.78""",7th House,7,180,179.0391,0.9609,Weak
2026-01-09 20:15:00,Parashara_Drishti,Mars,Sagittarius,"25°02'36.72""",Jupiter,Gemini,"25°59'41.91""",7th House,7,180,180.9514,0.9514,Weak
2026-01-09 20:15:00,Parashara_Drishti,Jupiter,Gemini,"25°59'41.91""",Mars,Sagittarius,"25°02'36.72""",7th House,7,180,179.0486,0.9514,Weak
2026-01-09 20:30:00,Parashara_Drishti,Mars,Sagittarius,"25°03'05.67""",Jupiter,Gemini,"25°59'36.85""",7th House,7,180,180.942,0.942,Weak
2026-01-09 20:30:00,Parashara_Drishti,Jupiter,Gemini,"25°59'36.85""",Mars,Sagittarius,"25°03'05.67""",7th House,7,180,179.058,0.942,Weak
2026-01-09 20:45:00,Parashara_Drishti,Mars,Sagittarius,"25°03'34.61""",Jupiter,Gemini,"25°59'31.79""",7th House,7,180,180.9325,0.9325,Weak
2026-01-09 20:45:00,Parashara_Drishti,Jupiter,Gemini,"25°59'31.79""",Mars,Sagittarius,"25°03'34.61""",7th House,7,180,179.0675,0.9325,Weak
2026-01-09 21:00:00,Parashara_Drishti,Mars,Sagittarius,"25°04'03.56""",Jupiter,Gemini,"25°59'26.72""",7th House,7,180,180.9231,0.9231,Weak
2026-01-09 21:00:00,Parashara_Drishti,Jupiter,Gemini,"25°59'26.72""",Mars,Sagittarius,"25°04'03.56""",7th House,7,180,179.0769,0.9231,Weak
