datetime,event,aspecting_planet,aspecting_sign,aspecting_sign_vi,aspecting_degree,aspecting_nakshatra,aspecting_nakshatra_lord,aspecting_pada,aspected_planet,aspected_sign,aspected_sign_vi,aspected_degree,aspected_nakshatra,aspected_nakshatra_lord,aspected_pada,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-12 15:15:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'52.00""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"16°22'11.36""",Swati,Rahu,3,5th House (Reverse),5,-120,239.022,0.978,Medium
2026-01-12 15:30:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'50.02""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"16°29'36.69""",Swati,Rahu,3,5th House (Reverse),5,-120,239.1463,0.8537,Medium
2026-01-12 15:45:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'48.03""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"16°37'01.98""",Swati,Rahu,3,5th House (Reverse),5,-120,239.2705,0.7295,Medium
2026-01-12 16:00:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'46.04""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"16°44'27.25""",Swati,Rahu,4,5th House (Reverse),5,-120,239.3948,0.6052,Medium
2026-01-12 16:15:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'44.06""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"16°51'52.49""",Swati,Rahu,4,5th House (Reverse),5,-120,239.519,0.481,Medium
2026-01-12 16:30:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'42.07""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"16°59'17.70""",Swati,Rahu,4,5th House (Reverse),5,-120,239.64319999999998,0.3568,Medium
2026-01-12 16:45:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'40.08""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"17°06'42.88""",Swati,Rahu,4,5th House (Reverse),5,-120,239.7674,0.2326,Medium
2026-01-12 17:00:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'38.09""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"17°14'08.03""",Swati,Rahu,4,5th House (Reverse),5,-120,239.89159999999998,0.1084,Medium
2026-01-12 17:15:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'36.11""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"17°21'33.16""",Swati,Rahu,4,5th House (Reverse),5,-120,240.0158,0.0158,Medium
2026-01-12 17:30:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'34.12""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"17°28'58.27""",Swati,Rahu,4,5th House (Reverse),5,-120,240.14,0.14,Medium
2026-01-12 17:45:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'32.13""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"17°36'23.34""",Swati,Rahu,4,5th House (Reverse),5,-120,240.26420000000002,0.2642,Medium
2026-01-12 18:00:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'30.15""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"17°43'48.39""",Swati,Rahu,4,5th House (Reverse),5,-120,240.3884,0.3884,Medium
2026-01-12 18:15:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'28.16""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"17°51'13.42""",Swati,Rahu,4,5th House (Reverse),5,-120,240.51260000000002,0.5126,Medium
2026-01-12 18:30:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'26.17""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"17°58'38.42""",Swati,Rahu,4,5th House (Reverse),5,-120,240.63670000000002,0.6367,Medium
2026-01-12 18:45:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'24.18""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"18°06'03.39""",Swati,Rahu,4,5th House (Reverse),5,-120,240.7609,0.7609,Medium
2026-01-12 19:00:00,Parashara_Drishti,Rahu,Aquarius,Bảo Bình,"17°20'22.20""",Shatabhisha,Rahu,4,Moon,Libra,Thiên Bình,"18°13'28.34""",Swati,Rahu,4,5th House (Reverse),5,-120,240.885,0.885,Medium
