datetime,event,type,planet1,planet1_sign,planet1_degree,planet2,planet2_sign,planet2_degree,exact_angle,difference,orb
2025-09-25 00:00:00,Aspect,Trine,Sun,Virgo,"7°41'13""",Uranus,Taurus,"7°06'12""",120,120.5837,0.5837
2025-09-25 00:00:00,Aspect,Trine,Sun,Virgo,"7°41'13""",Pluto,Capricorn,"7°14'14""",120,119.5501,0.4499
2025-09-25 00:00:00,Aspect,Square,Mars,Libra,"7°23'01""",Pluto,Capricorn,"7°14'14""",90,89.8536,0.1464
2025-09-25 00:00:00,Aspect,Sextile,Uranus,Taurus,"7°06'12""",Neptune,Pisces,"6°30'26""",60,60.596,0.596
2025-09-25 00:00:00,Aspect,Trine,Uranus,Taurus,"7°06'12""",Pluto,Capricorn,"7°14'14""",120,119.8663,0.1337
2025-09-25 00:00:00,Aspect,Sextile,Neptune,Pisces,"6°30'26""",Pluto,Capricorn,"7°14'14""",60,59.2702,0.7298
2025-09-25 00:15:00,Aspect,Trine,Sun,Virgo,"7°41'50""",Uranus,Taurus,"7°06'12""",120,120.594,0.594
2025-09-25 00:15:00,Aspect,Trine,Sun,Virgo,"7°41'50""",Pluto,Capricorn,"7°14'13""",120,119.5398,0.4602
2025-09-25 00:15:00,Aspect,Square,Mars,Libra,"7°23'26""",Pluto,Capricorn,"7°14'13""",90,89.8464,0.1536
2025-09-25 00:15:00,Aspect,Sextile,Uranus,Taurus,"7°06'12""",Neptune,Pisces,"6°30'25""",60,60.5962,0.5962
2025-09-25 00:15:00,Aspect,Trine,Uranus,Taurus,"7°06'12""",Pluto,Capricorn,"7°14'13""",120,119.8662,0.1338
2025-09-25 00:15:00,Aspect,Sextile,Neptune,Pisces,"6°30'25""",Pluto,Capricorn,"7°14'13""",60,59.27,0.73
2025-09-25 00:30:00,Aspect,Trine,Sun,Virgo,"7°42'27""",Uranus,Taurus,"7°06'11""",120,120.6044,0.6044
2025-09-25 00:30:00,Aspect,Trine,Sun,Virgo,"7°42'27""",Pluto,Capricorn,"7°14'13""",120,119.5295,0.4705
2025-09-25 00:30:00,Aspect,Square,Mars,Libra,"7°23'51""",Pluto,Capricorn,"7°14'13""",90,89.8393,0.1607
2025-09-25 00:30:00,Aspect,Sextile,Uranus,Taurus,"7°06'11""",Neptune,Pisces,"6°30'24""",60,60.5963,0.5963
2025-09-25 00:30:00,Aspect,Trine,Uranus,Taurus,"7°06'11""",Pluto,Capricorn,"7°14'13""",120,119.8661,0.1339
2025-09-25 00:30:00,Aspect,Sextile,Neptune,Pisces,"6°30'24""",Pluto,Capricorn,"7°14'13""",60,59.2698,0.7302
2025-09-25 00:45:00,Aspect,Trine,Sun,Virgo,"7°43'04""",Uranus,Taurus,"7°06'10""",120,120.6148,0.6148
2025-09-25 00:45:00,Aspect,Trine,Sun,Virgo,"7°43'04""",Pluto,Capricorn,"7°14'13""",120,119.5192,0.4808
2025-09-25 00:45:00,Aspect,Square,Mars,Libra,"7°24'17""",Pluto,Capricorn,"7°14'13""",90,89.8322,0.1678
2025-09-25 00:45:00,Aspect,Sextile,Uranus,Taurus,"7°06'10""",Neptune,Pisces,"6°30'23""",60,60.5964,0.5964
2025-09-25 00:45:00,Aspect,Trine,Uranus,Taurus,"7°06'10""",Pluto,Capricorn,"7°14'13""",120,119.8661,0.1339
2025-09-25 00:45:00,Aspect,Sextile,Neptune,Pisces,"6°30'23""",Pluto,Capricorn,"7°14'13""",60,59.2696,0.7304
2025-09-25 01:00:00,Aspect,Trine,Sun,Virgo,"7°43'40""",Uranus,Taurus,"7°06'10""",120,120.6251,0.6251
2025-09-25 01:00:00,Aspect,Trine,Sun,Virgo,"7°43'40""",Pluto,Capricorn,"7°14'12""",120,119.5089,0.4911
2025-09-25 01:00:00,Aspect,Square,Mars,Libra,"7°24'42""",Pluto,Capricorn,"7°14'12""",90,89.8251,0.1749
2025-09-25 01:00:00,Aspect,Sextile,Uranus,Taurus,"7°06'10""",Neptune,Pisces,"6°30'22""",60,60.5965,0.5965
2025-09-25 01:00:00,Aspect,Trine,Uranus,Taurus,"7°06'10""",Pluto,Capricorn,"7°14'12""",120,119.866,0.134
