datetime,event,aspecting_planet,aspecting_sign,aspecting_degree,aspected_planet,aspected_sign,aspected_degree,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-13 08:00:00,Parashara_Drishti,Jupiter,Gemini,"25°31'26.95""",Moon,Libra,"24°38'39.46""",5th House,5,120,119.1201,0.8799,Medium
2026-01-13 08:15:00,Parashara_Drishti,Jupiter,Gemini,"25°31'21.90""",Moon,Libra,"24°46'03.54""",5th House,5,120,119.2449,0.7551,Medium
2026-01-13 08:30:00,Parashara_Drishti,Jupiter,Gemini,"25°31'16.85""",Moon,Libra,"24°53'27.62""",5th House,5,120,119.3697,0.6303,Medium
2026-01-13 08:45:00,Parashara_Drishti,Jupiter,Gemini,"25°31'11.80""",Moon,Libra,"25°00'51.68""",5th House,5,120,119.4944,0.5056,Medium
2026-01-13 09:00:00,Parashara_Drishti,Jupiter,Gemini,"25°31'06.75""",Moon,Libra,"25°08'15.74""",5th House,5,120,119.6192,0.3808,Medium
2026-01-13 09:15:00,Parashara_Drishti,Jupiter,Gemini,"25°31'01.71""",Moon,Libra,"25°15'39.79""",5th House,5,120,119.7439,0.2561,Medium
2026-01-13 09:30:00,Parashara_Drishti,Jupiter,Gemini,"25°30'56.66""",Moon,Libra,"25°23'03.84""",5th House,5,120,119.8687,0.1313,Medium
2026-01-13 09:45:00,Parashara_Drishti,Jupiter,Gemini,"25°30'51.61""",Moon,Libra,"25°30'27.87""",5th House,5,120,119.9934,0.0066,Medium
2026-01-13 10:00:00,Parashara_Drishti,Jupiter,Gemini,"25°30'46.56""",Moon,Libra,"25°37'51.91""",5th House,5,120,120.1182,0.1182,Medium
2026-01-13 10:15:00,Parashara_Drishti,Jupiter,Gemini,"25°30'41.51""",Moon,Libra,"25°45'15.93""",5th House,5,120,120.2429,0.2429,Medium
2026-01-13 10:30:00,Parashara_Drishti,Jupiter,Gemini,"25°30'36.46""",Moon,Libra,"25°52'39.95""",5th House,5,120,120.3676,0.3676,Medium
2026-01-13 10:45:00,Parashara_Drishti,Jupiter,Gemini,"25°30'31.42""",Moon,Libra,"26°00'03.96""",5th House,5,120,120.4924,0.4924,Medium
2026-01-13 11:00:00,Parashara_Drishti,Jupiter,Gemini,"25°30'26.37""",Moon,Libra,"26°07'27.97""",5th House,5,120,120.6171,0.6171,Medium
2026-01-13 11:15:00,Parashara_Drishti,Jupiter,Gemini,"25°30'21.32""",Moon,Libra,"26°14'51.97""",5th House,5,120,120.7418,0.7418,Medium
2026-01-13 11:30:00,Parashara_Drishti,Jupiter,Gemini,"25°30'16.27""",Moon,Libra,"26°22'15.97""",5th House,5,120,120.8666,0.8666,Medium
2026-01-13 11:45:00,Parashara_Drishti,Jupiter,Gemini,"25°30'11.22""",Moon,Libra,"26°29'39.96""",5th House,5,120,120.9913,0.9913,Medium
