datetime,event,planet,from_sign,from_sign_vi,to_sign,to_sign_vi,degree,longitude,nakshatra,nakshatra_lord,pada
2026-01-13 05:30:00,Ingress,Venus,Sagittarius,Nhân Mã,Capricorn,Ma Kết,"0°00'06.08""",270.00169,Uttara Ashadha,Sun,2
