datetime,event,aspecting_planet,aspecting_sign,aspecting_sign_vi,aspecting_degree,aspecting_nakshatra,aspecting_nakshatra_lord,aspecting_pada,aspected_planet,aspected_sign,aspected_sign_vi,aspected_degree,aspected_nakshatra,aspected_nakshatra_lord,aspected_pada,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-06 00:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"21°08'36.44""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"20°54'29.67""",Purva Ashadha,Venus,3,0th House,0,0,359.7648,0.2352,Combust
2026-01-06 00:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"21°08'36.44""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°04'53.41""",Purva Ashadha,Venus,3,0th House,0,0,0.938,0.938,Combust
2026-01-06 00:00:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"20°54'29.67""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"21°08'36.44""",Purva Ashadha,Venus,3,0th House,0,0,0.2352,0.2352,Standard
2026-01-06 00:00:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°04'53.41""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"21°08'36.44""",Purva Ashadha,Venus,3,0th House,0,0,359.062,0.938,Standard
2026-01-06 00:00:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°04'53.41""",Purva Ashadha,Venus,3,Moon,Cancer,Cự Giải,"22°00'33.22""",Ashlesha,Mercury,2,8th House,8,210,209.9277,0.0723,Strong
2026-01-06 00:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"21°09'14.65""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"20°55'16.84""",Purva Ashadha,Venus,3,0th House,0,0,359.7673,0.2327,Combust
2026-01-06 00:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"21°09'14.65""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°05'22.26""",Purva Ashadha,Venus,3,0th House,0,0,0.9354,0.9354,Combust
2026-01-06 00:15:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"20°55'16.84""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"21°09'14.65""",Purva Ashadha,Venus,3,0th House,0,0,0.2327,0.2327,Standard
2026-01-06 00:15:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°05'22.26""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"21°09'14.65""",Purva Ashadha,Venus,3,0th House,0,0,359.0646,0.9354,Standard
2026-01-06 00:15:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°05'22.26""",Purva Ashadha,Venus,3,Moon,Cancer,Cự Giải,"22°09'19.33""",Ashlesha,Mercury,2,8th House,8,210,210.0659,0.0659,Strong
