datetime,event,aspecting_planet,aspecting_sign,aspecting_degree,aspected_planet,aspected_sign,aspected_degree,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-28 00:00:00,Parashara_Drishti,Saturn,Pisces,"4°00'15.67""",Moon,Taurus,"3°25'55.22""",3rd House,3,60,59.427700000000016,0.5723,Medium
2026-01-28 00:15:00,Parashara_Drishti,Saturn,Pisces,"4°00'19.20""",Moon,Taurus,"3°34'53.48""",3rd House,3,60,59.57619999999997,0.4238,Medium
2026-01-28 00:30:00,Parashara_Drishti,Saturn,Pisces,"4°00'22.72""",Moon,Taurus,"3°43'51.80""",3rd House,3,60,59.724699999999984,0.2753,Medium
2026-01-28 00:45:00,Parashara_Drishti,Saturn,Pisces,"4°00'26.24""",Moon,Taurus,"3°52'50.20""",3rd House,3,60,59.87329999999997,0.1267,Medium
2026-01-28 01:00:00,Parashara_Drishti,Saturn,Pisces,"4°00'29.77""",Moon,Taurus,"4°01'48.67""",3rd House,3,60,60.02190000000002,0.0219,Medium
2026-01-28 01:15:00,Parashara_Drishti,Saturn,Pisces,"4°00'33.29""",Moon,Taurus,"4°10'47.21""",3rd House,3,60,60.170500000000004,0.1705,Medium
2026-01-28 01:30:00,Parashara_Drishti,Saturn,Pisces,"4°00'36.81""",Moon,Taurus,"4°19'45.83""",3rd House,3,60,60.31920000000002,0.3192,Medium
2026-01-28 01:45:00,Parashara_Drishti,Saturn,Pisces,"4°00'40.34""",Moon,Taurus,"4°28'44.51""",3rd House,3,60,60.46780000000001,0.4678,Medium
2026-01-28 02:00:00,Parashara_Drishti,Saturn,Pisces,"4°00'43.86""",Moon,Taurus,"4°37'43.26""",3rd House,3,60,60.616499999999974,0.6165,Medium
2026-01-28 02:15:00,Parashara_Drishti,Saturn,Pisces,"4°00'47.39""",Moon,Taurus,"4°46'42.08""",3rd House,3,60,60.76519999999999,0.7652,Medium
2026-01-28 02:30:00,Parashara_Drishti,Saturn,Pisces,"4°00'50.92""",Moon,Taurus,"4°55'40.98""",3rd House,3,60,60.91390000000001,0.9139,Medium
