datetime,event,aspecting_planet,aspecting_sign,aspecting_degree,aspected_planet,aspected_sign,aspected_degree,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-30 21:30:00,Parashara_Drishti,Rahu,Aquarius,"16°22'48.44""",Moon,Gemini,"15°28'39.02""",9th House (Reverse),9,-240,119.0974,0.9026,Strong
2026-01-30 21:45:00,Parashara_Drishti,Rahu,Aquarius,"16°22'46.46""",Moon,Gemini,"15°37'45.09""",9th House (Reverse),9,-240,119.24959999999999,0.7504,Strong
2026-01-30 22:00:00,Parashara_Drishti,Rahu,Aquarius,"16°22'44.47""",Moon,Gemini,"15°46'51.13""",9th House (Reverse),9,-240,119.40190000000001,0.5981,Strong
2026-01-30 22:15:00,Parashara_Drishti,Rahu,Aquarius,"16°22'42.48""",Moon,Gemini,"15°55'57.15""",9th House (Reverse),9,-240,119.5541,0.4459,Strong
2026-01-30 22:30:00,Parashara_Drishti,Rahu,Aquarius,"16°22'40.49""",Moon,Gemini,"16°05'03.13""",9th House (Reverse),9,-240,119.7063,0.2937,Strong
2026-01-30 22:45:00,Parashara_Drishti,Rahu,Aquarius,"16°22'38.51""",Moon,Gemini,"16°14'09.09""",9th House (Reverse),9,-240,119.85849999999999,0.1415,Strong
2026-01-30 23:00:00,Parashara_Drishti,Rahu,Aquarius,"16°22'36.52""",Moon,Gemini,"16°23'15.02""",9th House (Reverse),9,-240,120.01070000000001,0.0107,Strong
2026-01-30 23:15:00,Parashara_Drishti,Rahu,Aquarius,"16°22'34.53""",Moon,Gemini,"16°32'20.92""",9th House (Reverse),9,-240,120.16290000000001,0.1629,Strong
2026-01-30 23:30:00,Parashara_Drishti,Rahu,Aquarius,"16°22'32.55""",Moon,Gemini,"16°41'26.79""",9th House (Reverse),9,-240,120.3151,0.3151,Strong
2026-01-30 23:45:00,Parashara_Drishti,Rahu,Aquarius,"16°22'30.56""",Moon,Gemini,"16°50'32.63""",9th House (Reverse),9,-240,120.46719999999999,0.4672,Strong
