datetime,event,aspecting_planet,aspecting_sign,aspecting_sign_vi,aspecting_degree,aspecting_nakshatra,aspecting_nakshatra_lord,aspecting_pada,aspected_planet,aspected_sign,aspected_sign_vi,aspected_degree,aspected_nakshatra,aspected_nakshatra_lord,aspected_pada,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-20 10:15:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°50'26.71""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"4°50'35.00""",Uttara Ashadha,Sun,3,0th House,0,0,359.0023,0.9977,Combust
2026-01-20 10:15:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"4°50'35.00""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°50'26.71""",Uttara Ashadha,Sun,3,0th House,0,0,0.9977,0.9977,Standard
2026-01-20 10:30:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°51'04.88""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"4°51'37.47""",Uttara Ashadha,Sun,3,0th House,0,0,359.0091,0.9909,Combust
2026-01-20 10:30:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"4°51'37.47""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°51'04.88""",Uttara Ashadha,Sun,3,0th House,0,0,0.9909,0.9909,Standard
2026-01-20 10:45:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°51'43.06""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"4°52'39.94""",Uttara Ashadha,Sun,3,0th House,0,0,359.0158,0.9842,Combust
2026-01-20 10:45:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"4°52'39.94""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°51'43.06""",Uttara Ashadha,Sun,3,0th House,0,0,0.9842,0.9842,Standard
2026-01-20 11:00:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°52'21.24""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"4°53'42.41""",Uttara Ashadha,Sun,3,0th House,0,0,359.0225,0.9775,Combust
2026-01-20 11:00:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"4°53'42.41""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°52'21.24""",Uttara Ashadha,Sun,3,0th House,0,0,0.9775,0.9775,Standard
2026-01-20 11:15:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°52'59.42""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"4°54'44.88""",Uttara Ashadha,Sun,3,0th House,0,0,359.0293,0.9707,Combust
2026-01-20 11:15:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"4°54'44.88""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°52'59.42""",Uttara Ashadha,Sun,3,0th House,0,0,0.9707,0.9707,Standard
2026-01-20 11:30:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°53'37.60""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"4°55'47.36""",Uttara Ashadha,Sun,3,0th House,0,0,359.036,0.964,Combust
2026-01-20 11:30:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"4°55'47.36""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°53'37.60""",Uttara Ashadha,Sun,3,0th House,0,0,0.964,0.964,Standard
2026-01-20 11:45:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°54'15.78""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"4°56'49.84""",Uttara Ashadha,Sun,3,0th House,0,0,359.0428,0.9572,Combust
2026-01-20 11:45:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"4°56'49.84""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°54'15.78""",Uttara Ashadha,Sun,3,0th House,0,0,0.9572,0.9572,Standard
2026-01-20 12:00:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°54'53.96""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"4°57'52.33""",Uttara Ashadha,Sun,3,0th House,0,0,359.0495,0.9505,Combust
2026-01-20 12:00:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"4°57'52.33""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°54'53.96""",Uttara Ashadha,Sun,3,0th House,0,0,0.9505,0.9505,Standard
2026-01-20 12:15:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°55'32.14""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"4°58'54.82""",Uttara Ashadha,Sun,3,0th House,0,0,359.0563,0.9437,Combust
2026-01-20 12:15:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"4°58'54.82""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°55'32.14""",Uttara Ashadha,Sun,3,0th House,0,0,0.9437,0.9437,Standard
2026-01-20 12:30:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°56'10.32""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"4°59'57.31""",Uttara Ashadha,Sun,3,0th House,0,0,359.0631,0.9369,Combust
2026-01-20 12:30:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"4°59'57.31""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°56'10.32""",Uttara Ashadha,Sun,3,0th House,0,0,0.9369,0.9369,Standard
2026-01-20 12:45:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°56'48.50""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°00'59.81""",Uttara Ashadha,Sun,3,0th House,0,0,359.0698,0.9302,Combust
2026-01-20 12:45:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°00'59.81""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°56'48.50""",Uttara Ashadha,Sun,3,0th House,0,0,0.9302,0.9302,Standard
2026-01-20 13:00:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°57'26.68""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°02'02.31""",Uttara Ashadha,Sun,3,0th House,0,0,359.0766,0.9234,Combust
2026-01-20 13:00:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°02'02.31""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°57'26.68""",Uttara Ashadha,Sun,3,0th House,0,0,0.9234,0.9234,Standard
2026-01-20 13:15:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°58'04.85""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°03'04.82""",Uttara Ashadha,Sun,3,0th House,0,0,359.0833,0.9167,Combust
2026-01-20 13:15:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°03'04.82""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°58'04.85""",Uttara Ashadha,Sun,3,0th House,0,0,0.9167,0.9167,Standard
2026-01-20 13:30:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°58'43.03""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°04'07.32""",Uttara Ashadha,Sun,3,0th House,0,0,359.0901,0.9099,Combust
2026-01-20 13:30:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°04'07.32""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°58'43.03""",Uttara Ashadha,Sun,3,0th House,0,0,0.9099,0.9099,Standard
2026-01-20 13:45:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°59'21.21""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°05'09.84""",Uttara Ashadha,Sun,3,0th House,0,0,359.0968,0.9032,Combust
2026-01-20 13:45:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°05'09.84""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°59'21.21""",Uttara Ashadha,Sun,3,0th House,0,0,0.9032,0.9032,Standard
2026-01-20 14:00:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"5°59'59.39""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°06'12.35""",Uttara Ashadha,Sun,3,0th House,0,0,359.1036,0.8964,Combust
2026-01-20 14:00:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°06'12.35""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"5°59'59.39""",Uttara Ashadha,Sun,3,0th House,0,0,0.8964,0.8964,Standard
2026-01-20 14:15:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°00'37.57""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°07'14.87""",Uttara Ashadha,Sun,3,0th House,0,0,359.1104,0.8896,Combust
2026-01-20 14:15:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°07'14.87""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°00'37.57""",Uttara Ashadha,Sun,3,0th House,0,0,0.8896,0.8896,Standard
2026-01-20 14:30:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°01'15.75""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°08'17.39""",Uttara Ashadha,Sun,3,0th House,0,0,359.1171,0.8829,Combust
2026-01-20 14:30:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°08'17.39""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°01'15.75""",Uttara Ashadha,Sun,3,0th House,0,0,0.8829,0.8829,Standard
2026-01-20 14:45:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°01'53.92""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°09'19.92""",Uttara Ashadha,Sun,3,0th House,0,0,359.1239,0.8761,Combust
2026-01-20 14:45:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°09'19.92""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°01'53.92""",Uttara Ashadha,Sun,3,0th House,0,0,0.8761,0.8761,Standard
2026-01-20 15:00:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°02'32.10""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°10'22.45""",Uttara Ashadha,Sun,3,0th House,0,0,359.1307,0.8693,Combust
2026-01-20 15:00:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°10'22.45""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°02'32.10""",Uttara Ashadha,Sun,3,0th House,0,0,0.8693,0.8693,Standard
2026-01-20 15:15:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°03'10.28""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°11'24.98""",Uttara Ashadha,Sun,3,0th House,0,0,359.1374,0.8626,Combust
2026-01-20 15:15:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°11'24.98""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°03'10.28""",Uttara Ashadha,Sun,3,0th House,0,0,0.8626,0.8626,Standard
