datetime,event,type,planet1,planet1_sign,planet1_degree,planet1_nakshatra,planet1_nakshatra_lord,planet1_pada,planet2,planet2_sign,planet2_degree,planet2_nakshatra,planet2_nakshatra_lord,planet2_pada,exact_angle,difference,orb
2025-12-05 00:00:00,Aspect,Square,Sun,Scorpio,"18°34'41.98""",Jyeshtha,Mercury,1,Rahu,Aquarius,"19°23'42.53""",Shatabhisha,Rahu,4,90,90.8168,0.8168
2025-12-05 00:00:00,Aspect,Square,Sun,Scorpio,"18°34'41.98""",Jyeshtha,Mercury,1,Ketu,Leo,"19°23'42.53""",Purva Phalguni,Venus,2,90,89.1832,0.8168
2025-12-05 00:00:00,Aspect,Trine,Jupiter,Cancer,"0°03'34.11""",Punarvasu,Jupiter,4,Saturn,Pisces,"0°58'33.18""",Purva Bhadrapada,Jupiter,4,120,119.0836,0.9164
2025-12-05 00:15:00,Aspect,Square,Sun,Scorpio,"18°35'20.01""",Jyeshtha,Mercury,1,Rahu,Aquarius,"19°23'40.54""",Shatabhisha,Rahu,4,90,90.8057,0.8057
2025-12-05 00:15:00,Aspect,Square,Sun,Scorpio,"18°35'20.01""",Jyeshtha,Mercury,1,Ketu,Leo,"19°23'40.54""",Purva Phalguni,Venus,2,90,89.1943,0.8057
2025-12-05 00:15:00,Aspect,Trine,Jupiter,Cancer,"0°03'31.33""",Punarvasu,Jupiter,4,Saturn,Pisces,"0°58'33.62""",Purva Bhadrapada,Jupiter,4,120,119.0827,0.9173
2025-12-05 00:30:00,Aspect,Square,Sun,Scorpio,"18°35'58.04""",Jyeshtha,Mercury,1,Rahu,Aquarius,"19°23'38.55""",Shatabhisha,Rahu,4,90,90.7946,0.7946
2025-12-05 00:30:00,Aspect,Square,Sun,Scorpio,"18°35'58.04""",Jyeshtha,Mercury,1,Ketu,Leo,"19°23'38.55""",Purva Phalguni,Venus,2,90,89.2054,0.7946
2025-12-05 00:30:00,Aspect,Trine,Jupiter,Cancer,"0°03'28.54""",Punarvasu,Jupiter,4,Saturn,Pisces,"0°58'34.06""",Purva Bhadrapada,Jupiter,4,120,119.0818,0.9182
2025-12-05 00:45:00,Aspect,Square,Sun,Scorpio,"18°36'36.07""",Jyeshtha,Mercury,1,Rahu,Aquarius,"19°23'36.57""",Shatabhisha,Rahu,4,90,90.7835,0.7835
2025-12-05 00:45:00,Aspect,Square,Sun,Scorpio,"18°36'36.07""",Jyeshtha,Mercury,1,Ketu,Leo,"19°23'36.57""",Purva Phalguni,Venus,2,90,89.2165,0.7835
2025-12-05 00:45:00,Aspect,Trine,Jupiter,Cancer,"0°03'25.75""",Punarvasu,Jupiter,4,Saturn,Pisces,"0°58'34.50""",Purva Bhadrapada,Jupiter,4,120,119.0809,0.9191
2025-12-05 01:00:00,Aspect,Square,Sun,Scorpio,"18°37'14.09""",Jyeshtha,Mercury,1,Rahu,Aquarius,"19°23'34.58""",Shatabhisha,Rahu,4,90,90.7724,0.7724
2025-12-05 01:00:00,Aspect,Square,Sun,Scorpio,"18°37'14.09""",Jyeshtha,Mercury,1,Ketu,Leo,"19°23'34.58""",Purva Phalguni,Venus,2,90,89.2276,0.7724
2025-12-05 01:00:00,Aspect,Trine,Jupiter,Cancer,"0°03'22.97""",Punarvasu,Jupiter,4,Saturn,Pisces,"0°58'34.95""",Purva Bhadrapada,Jupiter,4,120,119.08,0.92
2025-12-05 01:15:00,Aspect,Square,Sun,Scorpio,"18°37'52.12""",Jyeshtha,Mercury,1,Rahu,Aquarius,"19°23'32.59""",Shatabhisha,Rahu,4,90,90.7612,0.7612
