datetime,event,aspecting_planet,aspecting_sign,aspecting_sign_vi,aspecting_degree,aspecting_nakshatra,aspecting_nakshatra_lord,aspecting_pada,aspected_planet,aspected_sign,aspected_sign_vi,aspected_degree,aspected_nakshatra,aspected_nakshatra_lord,aspected_pada,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-04 04:30:00,Parashara_Drishti,Moon,Gemini,Song Tử,"25°52'55.14""",Punarvasu,Jupiter,2,Jupiter,Gemini,Song Tử,"26°45'14.66""",Punarvasu,Jupiter,3,0th House,0,0,0.8721,0.8721,Standard
2026-01-04 04:30:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"26°45'14.66""",Punarvasu,Jupiter,3,Moon,Gemini,Song Tử,"25°52'55.14""",Punarvasu,Jupiter,2,0th House,0,0,359.1279,0.8721,Standard
2026-01-04 04:45:00,Parashara_Drishti,Moon,Gemini,Song Tử,"26°02'08.27""",Punarvasu,Jupiter,2,Jupiter,Gemini,Song Tử,"26°45'09.68""",Punarvasu,Jupiter,3,0th House,0,0,0.7171,0.7171,Standard
2026-01-04 04:45:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"26°45'09.68""",Punarvasu,Jupiter,3,Moon,Gemini,Song Tử,"26°02'08.27""",Punarvasu,Jupiter,2,0th House,0,0,359.2829,0.7171,Standard
2026-01-04 05:00:00,Parashara_Drishti,Moon,Gemini,Song Tử,"26°11'21.28""",Punarvasu,Jupiter,2,Jupiter,Gemini,Song Tử,"26°45'04.69""",Punarvasu,Jupiter,3,0th House,0,0,0.5621,0.5621,Standard
2026-01-04 05:00:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"26°45'04.69""",Punarvasu,Jupiter,3,Moon,Gemini,Song Tử,"26°11'21.28""",Punarvasu,Jupiter,2,0th House,0,0,359.4379,0.5621,Standard
2026-01-04 05:15:00,Parashara_Drishti,Moon,Gemini,Song Tử,"26°20'34.17""",Punarvasu,Jupiter,2,Jupiter,Gemini,Song Tử,"26°44'59.71""",Punarvasu,Jupiter,3,0th House,0,0,0.4071,0.4071,Standard
2026-01-04 05:15:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"26°44'59.71""",Punarvasu,Jupiter,3,Moon,Gemini,Song Tử,"26°20'34.17""",Punarvasu,Jupiter,2,0th House,0,0,359.5929,0.4071,Standard
2026-01-04 05:30:00,Parashara_Drishti,Moon,Gemini,Song Tử,"26°29'46.94""",Punarvasu,Jupiter,2,Jupiter,Gemini,Song Tử,"26°44'54.72""",Punarvasu,Jupiter,3,0th House,0,0,0.2522,0.2522,Standard
2026-01-04 05:30:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"26°44'54.72""",Punarvasu,Jupiter,3,Moon,Gemini,Song Tử,"26°29'46.94""",Punarvasu,Jupiter,2,0th House,0,0,359.7478,0.2522,Standard
2026-01-04 05:45:00,Parashara_Drishti,Moon,Gemini,Song Tử,"26°38'59.59""",Punarvasu,Jupiter,2,Jupiter,Gemini,Song Tử,"26°44'49.74""",Punarvasu,Jupiter,3,0th House,0,0,0.0973,0.0973,Standard
2026-01-04 05:45:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"26°44'49.74""",Punarvasu,Jupiter,3,Moon,Gemini,Song Tử,"26°38'59.59""",Punarvasu,Jupiter,2,0th House,0,0,359.9027,0.0973,Standard
2026-01-04 06:00:00,Parashara_Drishti,Moon,Gemini,Song Tử,"26°48'12.11""",Punarvasu,Jupiter,3,Jupiter,Gemini,Song Tử,"26°44'44.75""",Punarvasu,Jupiter,3,0th House,0,0,359.9424,0.0576,Standard
2026-01-04 06:00:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"26°44'44.75""",Punarvasu,Jupiter,3,Moon,Gemini,Song Tử,"26°48'12.11""",Punarvasu,Jupiter,3,0th House,0,0,0.0576,0.0576,Standard
