datetime,event,planet,from_sign,to_sign,degree,longitude
2025-09-17 02:00:00,Ingress,Moon,Gemini,Cancer,"0°00'42""",90.011808
2025-09-17 03:30:00,Ingress,Sun,Leo,Virgo,"0°00'30""",150.008387
