datetime,event,planet,from_pada,to_pada,nakshatra,nakshatra_lord,sign,sign_vi,degree,longitude
2025-12-05 19:00:00,Pada_Change,Jupiter,4,3,Punarvasu,Jupiter,Gemini,Song Tử,"29°59'59.21""",89.99978
