datetime,event,aspecting_planet,aspecting_sign,aspecting_sign_vi,aspecting_degree,aspecting_nakshatra,aspecting_nakshatra_lord,aspecting_pada,aspected_planet,aspected_sign,aspected_sign_vi,aspected_degree,aspected_nakshatra,aspected_nakshatra_lord,aspected_pada,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-23 00:00:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"24°15'04.47""",Punarvasu,Jupiter,2,Moon,Aquarius,Bảo Bình,"24°25'43.57""",Purva Bhadrapada,Jupiter,2,9th House,9,240,240.1775,0.1775,Strong
2026-01-23 00:15:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"24°14'59.70""",Punarvasu,Jupiter,2,Moon,Aquarius,Bảo Bình,"24°34'00.22""",Purva Bhadrapada,Jupiter,2,9th House,9,240,240.3168,0.3168,Strong
2026-01-23 00:30:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"24°14'54.93""",Punarvasu,Jupiter,2,Moon,Aquarius,Bảo Bình,"24°42'16.95""",Purva Bhadrapada,Jupiter,2,9th House,9,240,240.4561,0.4561,Strong
2026-01-23 00:45:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"24°14'50.17""",Punarvasu,Jupiter,2,Moon,Aquarius,Bảo Bình,"24°50'33.76""",Purva Bhadrapada,Jupiter,2,9th House,9,240,240.5954,0.5954,Strong
2026-01-23 01:00:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"24°14'45.40""",Punarvasu,Jupiter,2,Moon,Aquarius,Bảo Bình,"24°58'50.65""",Purva Bhadrapada,Jupiter,2,9th House,9,240,240.7348,0.7348,Strong
2026-01-23 01:15:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"24°14'40.64""",Punarvasu,Jupiter,2,Moon,Aquarius,Bảo Bình,"25°07'07.62""",Purva Bhadrapada,Jupiter,2,9th House,9,240,240.8742,0.8742,Strong
2026-01-23 14:45:00,Parashara_Drishti,Moon,Pisces,Song Ngư,"2°36'25.85""",Purva Bhadrapada,Jupiter,4,Saturn,Pisces,Song Ngư,"3°36'11.54""",Uttara Bhadrapada,Saturn,1,0th House,0,0,0.996,0.996,Standard
2026-01-23 14:45:00,Parashara_Drishti,Saturn,Pisces,Song Ngư,"3°36'11.54""",Uttara Bhadrapada,Saturn,1,Moon,Pisces,Song Ngư,"2°36'25.85""",Purva Bhadrapada,Jupiter,4,0th House,0,0,359.004,0.996,Standard
2026-01-23 15:00:00,Parashara_Drishti,Moon,Pisces,Song Ngư,"2°44'47.35""",Purva Bhadrapada,Jupiter,4,Saturn,Pisces,Song Ngư,"3°36'14.88""",Uttara Bhadrapada,Saturn,1,0th House,0,0,0.8576,0.8576,Standard
2026-01-23 15:00:00,Parashara_Drishti,Saturn,Pisces,Song Ngư,"3°36'14.88""",Uttara Bhadrapada,Saturn,1,Moon,Pisces,Song Ngư,"2°44'47.35""",Purva Bhadrapada,Jupiter,4,0th House,0,0,359.1424,0.8576,Standard
2026-01-23 15:15:00,Parashara_Drishti,Moon,Pisces,Song Ngư,"2°53'08.95""",Purva Bhadrapada,Jupiter,4,Saturn,Pisces,Song Ngư,"3°36'18.21""",Uttara Bhadrapada,Saturn,1,0th House,0,0,0.7192,0.7192,Standard
2026-01-23 15:15:00,Parashara_Drishti,Saturn,Pisces,Song Ngư,"3°36'18.21""",Uttara Bhadrapada,Saturn,1,Moon,Pisces,Song Ngư,"2°53'08.95""",Purva Bhadrapada,Jupiter,4,0th House,0,0,359.2808,0.7192,Standard
2026-01-23 15:30:00,Parashara_Drishti,Moon,Pisces,Song Ngư,"3°01'30.62""",Purva Bhadrapada,Jupiter,4,Saturn,Pisces,Song Ngư,"3°36'21.55""",Uttara Bhadrapada,Saturn,1,0th House,0,0,0.5808,0.5808,Standard
2026-01-23 15:30:00,Parashara_Drishti,Saturn,Pisces,Song Ngư,"3°36'21.55""",Uttara Bhadrapada,Saturn,1,Moon,Pisces,Song Ngư,"3°01'30.62""",Purva Bhadrapada,Jupiter,4,0th House,0,0,359.4192,0.5808,Standard
2026-01-23 15:45:00,Parashara_Drishti,Moon,Pisces,Song Ngư,"3°09'52.38""",Purva Bhadrapada,Jupiter,4,Saturn,Pisces,Song Ngư,"3°36'24.89""",Uttara Bhadrapada,Saturn,1,0th House,0,0,0.4424,0.4424,Standard
