datetime,event,aspecting_planet,aspecting_sign,aspecting_sign_vi,aspecting_degree,aspecting_nakshatra,aspecting_nakshatra_lord,aspecting_pada,aspected_planet,aspected_sign,aspected_sign_vi,aspected_degree,aspected_nakshatra,aspected_nakshatra_lord,aspected_pada,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-21 00:00:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°25'26.46""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°47'55.96""",Uttara Ashadha,Sun,3,0th House,0,0,359.3749,0.6251,Combust
2026-01-21 00:00:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°47'55.96""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°25'26.46""",Uttara Ashadha,Sun,3,0th House,0,0,0.6251,0.6251,Standard
2026-01-21 00:15:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°26'04.64""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°48'58.63""",Uttara Ashadha,Sun,3,0th House,0,0,359.3817,0.6183,Combust
2026-01-21 00:15:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°48'58.63""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°26'04.64""",Uttara Ashadha,Sun,3,0th House,0,0,0.6183,0.6183,Standard
2026-01-21 00:30:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°26'42.81""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°50'01.30""",Uttara Ashadha,Sun,3,0th House,0,0,359.3885,0.6115,Combust
2026-01-21 00:30:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°50'01.30""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°26'42.81""",Uttara Ashadha,Sun,3,0th House,0,0,0.6115,0.6115,Standard
2026-01-21 00:45:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°27'20.99""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°51'03.97""",Uttara Ashadha,Sun,3,0th House,0,0,359.3953,0.6047,Combust
2026-01-21 00:45:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°51'03.97""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°27'20.99""",Uttara Ashadha,Sun,3,0th House,0,0,0.6047,0.6047,Standard
2026-01-21 01:00:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°27'59.16""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°52'06.65""",Uttara Ashadha,Sun,3,0th House,0,0,359.4021,0.5979,Combust
2026-01-21 01:00:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°52'06.65""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°27'59.16""",Uttara Ashadha,Sun,3,0th House,0,0,0.5979,0.5979,Standard
2026-01-21 01:15:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°28'37.34""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°53'09.33""",Uttara Ashadha,Sun,3,0th House,0,0,359.4089,0.5911,Combust
2026-01-21 01:15:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°53'09.33""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°28'37.34""",Uttara Ashadha,Sun,3,0th House,0,0,0.5911,0.5911,Standard
2026-01-21 01:30:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°29'15.51""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°54'12.01""",Uttara Ashadha,Sun,3,0th House,0,0,359.4157,0.5843,Combust
2026-01-21 01:30:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°54'12.01""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°29'15.51""",Uttara Ashadha,Sun,3,0th House,0,0,0.5843,0.5843,Standard
2026-01-21 01:45:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°29'53.69""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°55'14.70""",Uttara Ashadha,Sun,3,0th House,0,0,359.4225,0.5775,Combust
2026-01-21 01:45:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°55'14.70""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°29'53.69""",Uttara Ashadha,Sun,3,0th House,0,0,0.5775,0.5775,Standard
2026-01-21 02:00:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°30'31.86""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°56'17.39""",Uttara Ashadha,Sun,3,0th House,0,0,359.4293,0.5707,Combust
2026-01-21 02:00:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°56'17.39""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°30'31.86""",Uttara Ashadha,Sun,3,0th House,0,0,0.5707,0.5707,Standard
2026-01-21 02:15:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°31'10.04""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°57'20.08""",Uttara Ashadha,Sun,3,0th House,0,0,359.4361,0.5639,Combust
2026-01-21 02:15:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°57'20.08""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°31'10.04""",Uttara Ashadha,Sun,3,0th House,0,0,0.5639,0.5639,Standard
2026-01-21 02:30:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°31'48.21""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°58'22.78""",Uttara Ashadha,Sun,3,0th House,0,0,359.4429,0.5571,Combust
2026-01-21 02:30:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°58'22.78""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°31'48.21""",Uttara Ashadha,Sun,3,0th House,0,0,0.5571,0.5571,Standard
2026-01-21 02:45:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°32'26.39""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"5°59'25.48""",Uttara Ashadha,Sun,3,0th House,0,0,359.4497,0.5503,Combust
2026-01-21 02:45:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"5°59'25.48""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°32'26.39""",Uttara Ashadha,Sun,3,0th House,0,0,0.5503,0.5503,Standard
2026-01-21 03:00:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°33'04.56""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"6°00'28.19""",Uttara Ashadha,Sun,3,0th House,0,0,359.4566,0.5434,Combust
2026-01-21 03:00:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"6°00'28.19""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°33'04.56""",Uttara Ashadha,Sun,3,0th House,0,0,0.5434,0.5434,Standard
2026-01-21 03:15:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°33'42.73""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"6°01'30.90""",Uttara Ashadha,Sun,3,0th House,0,0,359.4634,0.5366,Combust
2026-01-21 03:15:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"6°01'30.90""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°33'42.73""",Uttara Ashadha,Sun,3,0th House,0,0,0.5366,0.5366,Standard
2026-01-21 03:30:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°34'20.91""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"6°02'33.61""",Uttara Ashadha,Sun,3,0th House,0,0,359.4702,0.5298,Combust
2026-01-21 03:30:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"6°02'33.61""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°34'20.91""",Uttara Ashadha,Sun,3,0th House,0,0,0.5298,0.5298,Standard
2026-01-21 03:45:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°34'59.08""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"6°03'36.33""",Uttara Ashadha,Sun,3,0th House,0,0,359.477,0.523,Combust
2026-01-21 03:45:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"6°03'36.33""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°34'59.08""",Uttara Ashadha,Sun,3,0th House,0,0,0.523,0.523,Standard
2026-01-21 04:00:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°35'37.26""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"6°04'39.05""",Uttara Ashadha,Sun,3,0th House,0,0,359.4838,0.5162,Combust
2026-01-21 04:00:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"6°04'39.05""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°35'37.26""",Uttara Ashadha,Sun,3,0th House,0,0,0.5162,0.5162,Standard
2026-01-21 04:15:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°36'15.43""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"6°05'41.77""",Uttara Ashadha,Sun,3,0th House,0,0,359.4907,0.5093,Combust
2026-01-21 04:15:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"6°05'41.77""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°36'15.43""",Uttara Ashadha,Sun,3,0th House,0,0,0.5093,0.5093,Standard
2026-01-21 04:30:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°36'53.60""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"6°06'44.50""",Uttara Ashadha,Sun,3,0th House,0,0,359.4975,0.5025,Combust
2026-01-21 04:30:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"6°06'44.50""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°36'53.60""",Uttara Ashadha,Sun,3,0th House,0,0,0.5025,0.5025,Standard
2026-01-21 04:45:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°37'31.78""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"6°07'47.23""",Uttara Ashadha,Sun,3,0th House,0,0,359.5043,0.4957,Combust
2026-01-21 04:45:00,Parashara_Drishti,Mercury,Capricorn,Ma Kết,"6°07'47.23""",Uttara Ashadha,Sun,3,Sun,Capricorn,Ma Kết,"6°37'31.78""",Uttara Ashadha,Sun,3,0th House,0,0,0.4957,0.4957,Standard
2026-01-21 05:00:00,Parashara_Drishti,Sun,Capricorn,Ma Kết,"6°38'09.95""",Uttara Ashadha,Sun,3,Mercury,Capricorn,Ma Kết,"6°08'49.97""",Uttara Ashadha,Sun,3,0th House,0,0,359.5111,0.4889,Combust
