datetime,event,planet,from_sign,to_sign,degree,longitude
2025-08-30 09:30:00,Ingress,Moon,Libra,Scorpio,"0°03'20""",210.055647
2025-08-30 18:30:00,Ingress,Mercury,Cancer,Leo,"0°01'05""",120.018323
