datetime,event,aspecting_planet,aspecting_sign,aspecting_degree,aspected_planet,aspected_sign,aspected_degree,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-10 00:00:00,Parashara_Drishti,Mars,Sagittarius,"25°09'50.91""",Jupiter,Gemini,"25°58'25.98""",7th House,7,180,180.8097,0.8097,Weak
2026-01-10 00:00:00,Parashara_Drishti,Jupiter,Gemini,"25°58'25.98""",Mars,Sagittarius,"25°09'50.91""",7th House,7,180,179.1903,0.8097,Weak
2026-01-10 00:15:00,Parashara_Drishti,Mars,Sagittarius,"25°10'19.86""",Jupiter,Gemini,"25°58'20.92""",7th House,7,180,180.8003,0.8003,Weak
2026-01-10 00:15:00,Parashara_Drishti,Jupiter,Gemini,"25°58'20.92""",Mars,Sagittarius,"25°10'19.86""",7th House,7,180,179.1997,0.8003,Weak
2026-01-10 00:30:00,Parashara_Drishti,Mars,Sagittarius,"25°10'48.81""",Jupiter,Gemini,"25°58'15.85""",7th House,7,180,180.7908,0.7908,Weak
2026-01-10 00:30:00,Parashara_Drishti,Jupiter,Gemini,"25°58'15.85""",Mars,Sagittarius,"25°10'48.81""",7th House,7,180,179.2092,0.7908,Weak
2026-01-10 00:45:00,Parashara_Drishti,Mars,Sagittarius,"25°11'17.75""",Jupiter,Gemini,"25°58'10.79""",7th House,7,180,180.7814,0.7814,Weak
2026-01-10 00:45:00,Parashara_Drishti,Jupiter,Gemini,"25°58'10.79""",Mars,Sagittarius,"25°11'17.75""",7th House,7,180,179.2186,0.7814,Weak
2026-01-10 01:00:00,Parashara_Drishti,Mars,Sagittarius,"25°11'46.70""",Jupiter,Gemini,"25°58'05.73""",7th House,7,180,180.772,0.772,Weak
2026-01-10 01:00:00,Parashara_Drishti,Jupiter,Gemini,"25°58'05.73""",Mars,Sagittarius,"25°11'46.70""",7th House,7,180,179.228,0.772,Weak
2026-01-10 01:15:00,Parashara_Drishti,Mars,Sagittarius,"25°12'15.65""",Jupiter,Gemini,"25°58'00.67""",7th House,7,180,180.7625,0.7625,Weak
2026-01-10 01:15:00,Parashara_Drishti,Jupiter,Gemini,"25°58'00.67""",Mars,Sagittarius,"25°12'15.65""",7th House,7,180,179.2375,0.7625,Weak
2026-01-10 01:30:00,Parashara_Drishti,Mars,Sagittarius,"25°12'44.60""",Jupiter,Gemini,"25°57'55.60""",7th House,7,180,180.7531,0.7531,Weak
2026-01-10 01:30:00,Parashara_Drishti,Jupiter,Gemini,"25°57'55.60""",Mars,Sagittarius,"25°12'44.60""",7th House,7,180,179.2469,0.7531,Weak
2026-01-10 01:45:00,Parashara_Drishti,Mars,Sagittarius,"25°13'13.55""",Jupiter,Gemini,"25°57'50.54""",7th House,7,180,180.7436,0.7436,Weak
2026-01-10 01:45:00,Parashara_Drishti,Jupiter,Gemini,"25°57'50.54""",Mars,Sagittarius,"25°13'13.55""",7th House,7,180,179.2564,0.7436,Weak
2026-01-10 02:00:00,Parashara_Drishti,Mars,Sagittarius,"25°13'42.50""",Jupiter,Gemini,"25°57'45.48""",7th House,7,180,180.7342,0.7342,Weak
2026-01-10 02:00:00,Parashara_Drishti,Jupiter,Gemini,"25°57'45.48""",Mars,Sagittarius,"25°13'42.50""",7th House,7,180,179.2658,0.7342,Weak
2026-01-10 02:15:00,Parashara_Drishti,Mars,Sagittarius,"25°14'11.45""",Jupiter,Gemini,"25°57'40.42""",7th House,7,180,180.7247,0.7247,Weak
2026-01-10 02:15:00,Parashara_Drishti,Jupiter,Gemini,"25°57'40.42""",Mars,Sagittarius,"25°14'11.45""",7th House,7,180,179.2753,0.7247,Weak
2026-01-10 02:30:00,Parashara_Drishti,Mars,Sagittarius,"25°14'40.40""",Jupiter,Gemini,"25°57'35.35""",7th House,7,180,180.7153,0.7153,Weak
2026-01-10 02:30:00,Parashara_Drishti,Jupiter,Gemini,"25°57'35.35""",Mars,Sagittarius,"25°14'40.40""",7th House,7,180,179.2847,0.7153,Weak
2026-01-10 02:45:00,Parashara_Drishti,Mars,Sagittarius,"25°15'09.35""",Jupiter,Gemini,"25°57'30.29""",7th House,7,180,180.7058,0.7058,Weak
2026-01-10 02:45:00,Parashara_Drishti,Jupiter,Gemini,"25°57'30.29""",Mars,Sagittarius,"25°15'09.35""",7th House,7,180,179.2942,0.7058,Weak
2026-01-10 03:00:00,Parashara_Drishti,Mars,Sagittarius,"25°15'38.30""",Jupiter,Gemini,"25°57'25.23""",7th House,7,180,180.6964,0.6964,Weak
2026-01-10 03:00:00,Parashara_Drishti,Jupiter,Gemini,"25°57'25.23""",Mars,Sagittarius,"25°15'38.30""",7th House,7,180,179.3036,0.6964,Weak
2026-01-10 03:15:00,Parashara_Drishti,Mars,Sagittarius,"25°16'07.25""",Jupiter,Gemini,"25°57'20.17""",7th House,7,180,180.6869,0.6869,Weak
2026-01-10 03:15:00,Parashara_Drishti,Jupiter,Gemini,"25°57'20.17""",Mars,Sagittarius,"25°16'07.25""",7th House,7,180,179.3131,0.6869,Weak
2026-01-10 03:30:00,Parashara_Drishti,Mars,Sagittarius,"25°16'36.20""",Jupiter,Gemini,"25°57'15.10""",7th House,7,180,180.6775,0.6775,Weak
2026-01-10 03:30:00,Parashara_Drishti,Jupiter,Gemini,"25°57'15.10""",Mars,Sagittarius,"25°16'36.20""",7th House,7,180,179.3225,0.6775,Weak
2026-01-10 03:45:00,Parashara_Drishti,Mars,Sagittarius,"25°17'05.15""",Jupiter,Gemini,"25°57'10.04""",7th House,7,180,180.668,0.668,Weak
2026-01-10 03:45:00,Parashara_Drishti,Jupiter,Gemini,"25°57'10.04""",Mars,Sagittarius,"25°17'05.15""",7th House,7,180,179.332,0.668,Weak
2026-01-10 04:00:00,Parashara_Drishti,Mars,Sagittarius,"25°17'34.10""",Jupiter,Gemini,"25°57'04.98""",7th House,7,180,180.6586,0.6586,Weak
2026-01-10 04:00:00,Parashara_Drishti,Jupiter,Gemini,"25°57'04.98""",Mars,Sagittarius,"25°17'34.10""",7th House,7,180,179.3414,0.6586,Weak
2026-01-10 04:15:00,Parashara_Drishti,Mars,Sagittarius,"25°18'03.06""",Jupiter,Gemini,"25°56'59.92""",7th House,7,180,180.6491,0.6491,Weak
2026-01-10 04:15:00,Parashara_Drishti,Jupiter,Gemini,"25°56'59.92""",Mars,Sagittarius,"25°18'03.06""",7th House,7,180,179.3509,0.6491,Weak
2026-01-10 04:30:00,Parashara_Drishti,Mars,Sagittarius,"25°18'32.01""",Jupiter,Gemini,"25°56'54.85""",7th House,7,180,180.6397,0.6397,Weak
2026-01-10 04:30:00,Parashara_Drishti,Jupiter,Gemini,"25°56'54.85""",Mars,Sagittarius,"25°18'32.01""",7th House,7,180,179.3603,0.6397,Weak
2026-01-10 04:45:00,Parashara_Drishti,Mars,Sagittarius,"25°19'00.96""",Jupiter,Gemini,"25°56'49.79""",7th House,7,180,180.6302,0.6302,Weak
2026-01-10 04:45:00,Parashara_Drishti,Jupiter,Gemini,"25°56'49.79""",Mars,Sagittarius,"25°19'00.96""",7th House,7,180,179.3698,0.6302,Weak
