datetime,event,aspecting_planet,aspecting_sign,aspecting_degree,aspected_planet,aspected_sign,aspected_degree,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-26 02:45:00,Parashara_Drishti,Mars,Capricorn,"7°40'36.85""",Moon,Aries,"6°44'29.91""",4th House,4,90,89.06470000000002,0.9353,Medium
2026-01-26 03:00:00,Parashara_Drishti,Mars,Capricorn,"7°41'06.12""",Moon,Aries,"6°53'12.86""",4th House,4,90,89.20190000000002,0.7981,Medium
2026-01-26 03:15:00,Parashara_Drishti,Mars,Capricorn,"7°41'35.38""",Moon,Aries,"7°01'55.91""",4th House,4,90,89.339,0.661,Medium
2026-01-26 03:30:00,Parashara_Drishti,Mars,Capricorn,"7°42'04.64""",Moon,Aries,"7°10'39.04""",4th House,4,90,89.4762,0.5238,Medium
2026-01-26 03:45:00,Parashara_Drishti,Mars,Capricorn,"7°42'33.91""",Moon,Aries,"7°19'22.27""",4th House,4,90,89.61340000000001,0.3866,Medium
2026-01-26 04:00:00,Parashara_Drishti,Mars,Capricorn,"7°43'03.17""",Moon,Aries,"7°28'05.59""",4th House,4,90,89.7507,0.2493,Medium
2026-01-26 04:15:00,Parashara_Drishti,Mars,Capricorn,"7°43'32.43""",Moon,Aries,"7°36'49.00""",4th House,4,90,89.8879,0.1121,Medium
2026-01-26 04:30:00,Parashara_Drishti,Mars,Capricorn,"7°44'01.70""",Moon,Aries,"7°45'32.50""",4th House,4,90,90.02519999999998,0.0252,Medium
2026-01-26 04:45:00,Parashara_Drishti,Mars,Capricorn,"7°44'30.96""",Moon,Aries,"7°54'16.10""",4th House,4,90,90.16250000000002,0.1625,Medium
2026-01-26 05:00:00,Parashara_Drishti,Mars,Capricorn,"7°45'00.22""",Moon,Aries,"8°02'59.78""",4th House,4,90,90.29989999999998,0.2999,Medium
2026-01-26 05:15:00,Parashara_Drishti,Mars,Capricorn,"7°45'29.49""",Moon,Aries,"8°11'43.56""",4th House,4,90,90.43720000000002,0.4372,Medium
2026-01-26 05:30:00,Parashara_Drishti,Mars,Capricorn,"7°45'58.75""",Moon,Aries,"8°20'27.43""",4th House,4,90,90.57459999999998,0.5746,Medium
2026-01-26 05:45:00,Parashara_Drishti,Mars,Capricorn,"7°46'28.02""",Moon,Aries,"8°29'11.39""",4th House,4,90,90.71199999999999,0.712,Medium
2026-01-26 06:00:00,Parashara_Drishti,Mars,Capricorn,"7°46'57.28""",Moon,Aries,"8°37'55.44""",4th House,4,90,90.84949999999998,0.8495,Medium
2026-01-26 06:15:00,Parashara_Drishti,Mars,Capricorn,"7°47'26.55""",Moon,Aries,"8°46'39.58""",4th House,4,90,90.98700000000002,0.987,Medium
