datetime,event,aspecting_planet,aspecting_sign,aspecting_sign_vi,aspecting_degree,aspecting_nakshatra,aspecting_nakshatra_lord,aspecting_pada,aspected_planet,aspected_sign,aspected_sign_vi,aspected_degree,aspected_nakshatra,aspected_nakshatra_lord,aspected_pada,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-11 00:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°14'15.81""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°11'52.40""",Uttara Ashadha,Sun,1,0th House,0,0,0.9602,0.9602,Combust
2026-01-11 00:00:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°11'52.40""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°14'15.81""",Purva Ashadha,Venus,4,0th House,0,0,359.0398,0.9602,Standard
2026-01-11 00:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°14'54.02""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°12'39.57""",Uttara Ashadha,Sun,1,0th House,0,0,0.9627,0.9627,Combust
2026-01-11 00:15:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°12'39.57""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°14'54.02""",Purva Ashadha,Venus,4,0th House,0,0,359.0373,0.9627,Standard
2026-01-11 00:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°15'32.23""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°13'26.74""",Uttara Ashadha,Sun,1,0th House,0,0,0.9651,0.9651,Combust
2026-01-11 00:30:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°13'26.74""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°15'32.23""",Purva Ashadha,Venus,4,0th House,0,0,359.0349,0.9651,Standard
2026-01-11 00:45:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°16'10.44""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°14'13.90""",Uttara Ashadha,Sun,1,0th House,0,0,0.9676,0.9676,Combust
2026-01-11 00:45:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°14'13.90""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°16'10.44""",Purva Ashadha,Venus,4,0th House,0,0,359.0324,0.9676,Standard
2026-01-11 01:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°16'48.64""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°15'01.07""",Uttara Ashadha,Sun,1,0th House,0,0,0.9701,0.9701,Combust
2026-01-11 01:00:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°15'01.07""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°16'48.64""",Purva Ashadha,Venus,4,0th House,0,0,359.0299,0.9701,Standard
2026-01-11 01:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°17'26.85""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°15'48.24""",Uttara Ashadha,Sun,1,0th House,0,0,0.9726,0.9726,Combust
2026-01-11 01:15:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°15'48.24""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°17'26.85""",Purva Ashadha,Venus,4,0th House,0,0,359.0274,0.9726,Standard
2026-01-11 01:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°18'05.06""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°16'35.41""",Uttara Ashadha,Sun,1,0th House,0,0,0.9751,0.9751,Combust
2026-01-11 01:30:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°16'35.41""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°18'05.06""",Purva Ashadha,Venus,4,0th House,0,0,359.0249,0.9751,Standard
2026-01-11 01:45:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°18'43.27""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°17'22.58""",Uttara Ashadha,Sun,1,0th House,0,0,0.9776,0.9776,Combust
2026-01-11 01:45:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°17'22.58""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°18'43.27""",Purva Ashadha,Venus,4,0th House,0,0,359.0224,0.9776,Standard
2026-01-11 02:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°19'21.48""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°18'09.75""",Uttara Ashadha,Sun,1,0th House,0,0,0.9801,0.9801,Combust
2026-01-11 02:00:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°18'09.75""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°19'21.48""",Purva Ashadha,Venus,4,0th House,0,0,359.0199,0.9801,Standard
2026-01-11 02:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°19'59.69""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°18'56.92""",Uttara Ashadha,Sun,1,0th House,0,0,0.9826,0.9826,Combust
2026-01-11 02:15:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°18'56.92""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°19'59.69""",Purva Ashadha,Venus,4,0th House,0,0,359.0174,0.9826,Standard
2026-01-11 02:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°20'37.90""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°19'44.08""",Uttara Ashadha,Sun,1,0th House,0,0,0.9851,0.9851,Combust
2026-01-11 02:30:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°19'44.08""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°20'37.90""",Purva Ashadha,Venus,4,0th House,0,0,359.0149,0.9851,Standard
2026-01-11 02:45:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°21'16.10""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°20'31.25""",Uttara Ashadha,Sun,1,0th House,0,0,0.9875,0.9875,Combust
2026-01-11 02:45:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"27°20'31.25""",Uttara Ashadha,Sun,1,Sun,Sagittarius,Nhân Mã,"26°21'16.10""",Purva Ashadha,Venus,4,0th House,0,0,359.0125,0.9875,Standard
2026-01-11 03:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"26°21'54.31""",Purva Ashadha,Venus,4,Venus,Sagittarius,Nhân Mã,"27°21'18.42""",Uttara Ashadha,Sun,1,0th House,0,0,0.99,0.99,Combust
