datetime,event,planet,from_sign,to_sign,degree,longitude
2025-09-15 02:00:00,Ingress,Venus,Cancer,Leo,"0°00'38""",120.010611
2025-09-15 12:45:00,Ingress,Mercury,Leo,Virgo,"0°00'36""",150.010045
