datetime,event,aspecting_planet,aspecting_sign,aspecting_degree,aspected_planet,aspected_sign,aspected_degree,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-02 20:15:00,Parashara_Drishti,Moon,Gemini,"5°50'26.31""",Mercury,Sagittarius,"6°48'15.67""",7th House,7,180,180.9637,0.9637,Standard
2026-01-02 20:15:00,Parashara_Drishti,Mercury,Sagittarius,"6°48'15.67""",Moon,Gemini,"5°50'26.31""",7th House,7,180,179.0363,0.9637,Standard
2026-01-02 20:30:00,Parashara_Drishti,Moon,Gemini,"5°59'49.95""",Mercury,Sagittarius,"6°49'13.21""",7th House,7,180,180.8231,0.8231,Standard
2026-01-02 20:30:00,Parashara_Drishti,Mercury,Sagittarius,"6°49'13.21""",Moon,Gemini,"5°59'49.95""",7th House,7,180,179.1769,0.8231,Standard
2026-01-02 20:45:00,Parashara_Drishti,Moon,Gemini,"6°09'13.55""",Mercury,Sagittarius,"6°50'10.76""",7th House,7,180,180.6826,0.6826,Standard
2026-01-02 20:45:00,Parashara_Drishti,Mercury,Sagittarius,"6°50'10.76""",Moon,Gemini,"6°09'13.55""",7th House,7,180,179.3174,0.6826,Standard
2026-01-02 21:00:00,Parashara_Drishti,Moon,Gemini,"6°18'37.11""",Mercury,Sagittarius,"6°51'08.31""",7th House,7,180,180.542,0.542,Standard
2026-01-02 21:00:00,Parashara_Drishti,Mercury,Sagittarius,"6°51'08.31""",Moon,Gemini,"6°18'37.11""",7th House,7,180,179.458,0.542,Standard
2026-01-02 21:15:00,Parashara_Drishti,Moon,Gemini,"6°28'00.63""",Mercury,Sagittarius,"6°52'05.86""",7th House,7,180,180.4015,0.4015,Standard
2026-01-02 21:15:00,Parashara_Drishti,Mercury,Sagittarius,"6°52'05.86""",Moon,Gemini,"6°28'00.63""",7th House,7,180,179.5985,0.4015,Standard
2026-01-02 21:30:00,Parashara_Drishti,Moon,Gemini,"6°37'24.11""",Mercury,Sagittarius,"6°53'03.41""",7th House,7,180,180.2609,0.2609,Standard
2026-01-02 21:30:00,Parashara_Drishti,Mercury,Sagittarius,"6°53'03.41""",Moon,Gemini,"6°37'24.11""",7th House,7,180,179.7391,0.2609,Standard
2026-01-02 21:45:00,Parashara_Drishti,Moon,Gemini,"6°46'47.55""",Mercury,Sagittarius,"6°54'00.97""",7th House,7,180,180.1204,0.1204,Standard
2026-01-02 21:45:00,Parashara_Drishti,Mercury,Sagittarius,"6°54'00.97""",Moon,Gemini,"6°46'47.55""",7th House,7,180,179.8796,0.1204,Standard
2026-01-02 22:00:00,Parashara_Drishti,Moon,Gemini,"6°56'10.94""",Mercury,Sagittarius,"6°54'58.52""",7th House,7,180,179.9799,0.0201,Standard
2026-01-02 22:00:00,Parashara_Drishti,Mercury,Sagittarius,"6°54'58.52""",Moon,Gemini,"6°56'10.94""",7th House,7,180,180.0201,0.0201,Standard
2026-01-02 22:15:00,Parashara_Drishti,Moon,Gemini,"7°05'34.29""",Mercury,Sagittarius,"6°55'56.09""",7th House,7,180,179.8394,0.1606,Standard
2026-01-02 22:15:00,Parashara_Drishti,Mercury,Sagittarius,"6°55'56.09""",Moon,Gemini,"7°05'34.29""",7th House,7,180,180.1606,0.1606,Standard
2026-01-02 22:30:00,Parashara_Drishti,Moon,Gemini,"7°14'57.59""",Mercury,Sagittarius,"6°56'53.65""",7th House,7,180,179.6989,0.3011,Standard
2026-01-02 22:30:00,Parashara_Drishti,Mercury,Sagittarius,"6°56'53.65""",Moon,Gemini,"7°14'57.59""",7th House,7,180,180.3011,0.3011,Standard
2026-01-02 22:45:00,Parashara_Drishti,Moon,Gemini,"7°24'20.85""",Mercury,Sagittarius,"6°57'51.21""",7th House,7,180,179.5584,0.4416,Standard
2026-01-02 22:45:00,Parashara_Drishti,Mercury,Sagittarius,"6°57'51.21""",Moon,Gemini,"7°24'20.85""",7th House,7,180,180.4416,0.4416,Standard
2026-01-02 23:00:00,Parashara_Drishti,Moon,Gemini,"7°33'44.06""",Mercury,Sagittarius,"6°58'48.78""",7th House,7,180,179.418,0.582,Standard
2026-01-02 23:00:00,Parashara_Drishti,Mercury,Sagittarius,"6°58'48.78""",Moon,Gemini,"7°33'44.06""",7th House,7,180,180.582,0.582,Standard
2026-01-02 23:15:00,Parashara_Drishti,Moon,Gemini,"7°43'07.22""",Mercury,Sagittarius,"6°59'46.35""",7th House,7,180,179.2775,0.7225,Standard
2026-01-02 23:15:00,Parashara_Drishti,Mercury,Sagittarius,"6°59'46.35""",Moon,Gemini,"7°43'07.22""",7th House,7,180,180.7225,0.7225,Standard
2026-01-02 23:30:00,Parashara_Drishti,Moon,Gemini,"7°52'30.34""",Mercury,Sagittarius,"7°00'43.92""",7th House,7,180,179.1371,0.8629,Standard
2026-01-02 23:30:00,Parashara_Drishti,Mercury,Sagittarius,"7°00'43.92""",Moon,Gemini,"7°52'30.34""",7th House,7,180,180.8629,0.8629,Standard
