datetime,event,aspecting_planet,aspecting_sign,aspecting_degree,aspected_planet,aspected_sign,aspected_degree,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-14 01:45:00,Parashara_Drishti,Mercury,Sagittarius,"24°26'21.40""",Jupiter,Gemini,"25°25'28.74""",7th House,7,180,180.9854,0.9854,Standard
2026-01-14 01:45:00,Parashara_Drishti,Jupiter,Gemini,"25°25'28.74""",Mercury,Sagittarius,"24°26'21.40""",7th House,7,180,179.0146,0.9854,Weak
2026-01-14 02:00:00,Parashara_Drishti,Mercury,Sagittarius,"24°27'21.79""",Jupiter,Gemini,"25°25'23.70""",7th House,7,180,180.9672,0.9672,Standard
2026-01-14 02:00:00,Parashara_Drishti,Jupiter,Gemini,"25°25'23.70""",Mercury,Sagittarius,"24°27'21.79""",7th House,7,180,179.0328,0.9672,Weak
2026-01-14 02:15:00,Parashara_Drishti,Mercury,Sagittarius,"24°28'22.19""",Jupiter,Gemini,"25°25'18.66""",7th House,7,180,180.949,0.949,Standard
2026-01-14 02:15:00,Parashara_Drishti,Jupiter,Gemini,"25°25'18.66""",Mercury,Sagittarius,"24°28'22.19""",7th House,7,180,179.051,0.949,Weak
2026-01-14 02:30:00,Parashara_Drishti,Mercury,Sagittarius,"24°29'22.59""",Jupiter,Gemini,"25°25'13.62""",7th House,7,180,180.9308,0.9308,Standard
2026-01-14 02:30:00,Parashara_Drishti,Jupiter,Gemini,"25°25'13.62""",Mercury,Sagittarius,"24°29'22.59""",7th House,7,180,179.0692,0.9308,Weak
2026-01-14 02:45:00,Parashara_Drishti,Mercury,Sagittarius,"24°30'22.99""",Jupiter,Gemini,"25°25'08.58""",7th House,7,180,180.9127,0.9127,Standard
2026-01-14 02:45:00,Parashara_Drishti,Jupiter,Gemini,"25°25'08.58""",Mercury,Sagittarius,"24°30'22.99""",7th House,7,180,179.0873,0.9127,Weak
2026-01-14 03:00:00,Parashara_Drishti,Mercury,Sagittarius,"24°31'23.39""",Jupiter,Gemini,"25°25'03.54""",7th House,7,180,180.8945,0.8945,Standard
2026-01-14 03:00:00,Parashara_Drishti,Jupiter,Gemini,"25°25'03.54""",Mercury,Sagittarius,"24°31'23.39""",7th House,7,180,179.1055,0.8945,Weak
2026-01-14 03:15:00,Parashara_Drishti,Mercury,Sagittarius,"24°32'23.80""",Jupiter,Gemini,"25°24'58.50""",7th House,7,180,180.8763,0.8763,Standard
2026-01-14 03:15:00,Parashara_Drishti,Jupiter,Gemini,"25°24'58.50""",Mercury,Sagittarius,"24°32'23.80""",7th House,7,180,179.1237,0.8763,Weak
