datetime,event,aspecting_planet,aspecting_sign,aspecting_sign_vi,aspecting_degree,aspecting_nakshatra,aspecting_nakshatra_lord,aspecting_pada,aspected_planet,aspected_sign,aspected_sign_vi,aspected_degree,aspected_nakshatra,aspected_nakshatra_lord,aspected_pada,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-07 00:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°09'44.13""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"22°09'58.49""",Purva Ashadha,Venus,3,0th House,0,0,0.004,0.004,Combust
2026-01-07 00:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°09'44.13""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°51'04.31""",Purva Ashadha,Venus,3,0th House,0,0,0.6889,0.6889,Combust
2026-01-07 00:00:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"22°09'58.49""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°09'44.13""",Purva Ashadha,Venus,3,0th House,0,0,359.996,0.004,Standard
2026-01-07 00:00:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°51'04.31""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°09'44.13""",Purva Ashadha,Venus,3,0th House,0,0,359.3111,0.6889,Standard
2026-01-07 00:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°10'22.34""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"22°10'45.67""",Purva Ashadha,Venus,3,0th House,0,0,0.0065,0.0065,Combust
2026-01-07 00:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°10'22.34""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°51'33.19""",Purva Ashadha,Venus,3,0th House,0,0,0.6863,0.6863,Combust
2026-01-07 00:15:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"22°10'45.67""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°10'22.34""",Purva Ashadha,Venus,3,0th House,0,0,359.9935,0.0065,Standard
2026-01-07 00:15:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°51'33.19""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°10'22.34""",Purva Ashadha,Venus,3,0th House,0,0,359.3137,0.6863,Standard
2026-01-07 00:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°11'00.55""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"22°11'32.84""",Purva Ashadha,Venus,3,0th House,0,0,0.009,0.009,Combust
2026-01-07 00:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°11'00.55""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°52'02.06""",Purva Ashadha,Venus,3,0th House,0,0,0.6838,0.6838,Combust
2026-01-07 00:30:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"22°11'32.84""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°11'00.55""",Purva Ashadha,Venus,3,0th House,0,0,359.991,0.009,Standard
2026-01-07 00:30:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°52'02.06""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°11'00.55""",Purva Ashadha,Venus,3,0th House,0,0,359.3162,0.6838,Standard
2026-01-07 00:45:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°11'38.75""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"22°12'20.02""",Purva Ashadha,Venus,3,0th House,0,0,0.0115,0.0115,Combust
2026-01-07 00:45:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°11'38.75""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°52'30.94""",Purva Ashadha,Venus,3,0th House,0,0,0.6812,0.6812,Combust
2026-01-07 00:45:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"22°12'20.02""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°11'38.75""",Purva Ashadha,Venus,3,0th House,0,0,359.9885,0.0115,Standard
2026-01-07 00:45:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°52'30.94""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°11'38.75""",Purva Ashadha,Venus,3,0th House,0,0,359.3188,0.6812,Standard
2026-01-07 01:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°12'16.96""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"22°13'07.19""",Purva Ashadha,Venus,3,0th House,0,0,0.014,0.014,Combust
2026-01-07 01:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°12'16.96""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°52'59.82""",Purva Ashadha,Venus,3,0th House,0,0,0.6786,0.6786,Combust
2026-01-07 01:00:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"22°13'07.19""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°12'16.96""",Purva Ashadha,Venus,3,0th House,0,0,359.986,0.014,Standard
2026-01-07 01:00:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°52'59.82""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°12'16.96""",Purva Ashadha,Venus,3,0th House,0,0,359.3214,0.6786,Standard
2026-01-07 01:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°12'55.16""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"22°13'54.37""",Purva Ashadha,Venus,3,0th House,0,0,0.0164,0.0164,Combust
2026-01-07 01:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°12'55.16""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°53'28.69""",Purva Ashadha,Venus,3,0th House,0,0,0.676,0.676,Combust
2026-01-07 01:15:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"22°13'54.37""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°12'55.16""",Purva Ashadha,Venus,3,0th House,0,0,359.9836,0.0164,Standard
2026-01-07 01:15:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°53'28.69""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°12'55.16""",Purva Ashadha,Venus,3,0th House,0,0,359.324,0.676,Standard
2026-01-07 01:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°13'33.37""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"22°14'41.54""",Purva Ashadha,Venus,3,0th House,0,0,0.0189,0.0189,Combust
2026-01-07 01:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°13'33.37""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°53'57.57""",Purva Ashadha,Venus,3,0th House,0,0,0.6734,0.6734,Combust
2026-01-07 01:30:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"22°14'41.54""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°13'33.37""",Purva Ashadha,Venus,3,0th House,0,0,359.9811,0.0189,Standard
2026-01-07 01:30:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°53'57.57""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°13'33.37""",Purva Ashadha,Venus,3,0th House,0,0,359.3266,0.6734,Standard
2026-01-07 01:45:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°14'11.57""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"22°15'28.72""",Purva Ashadha,Venus,3,0th House,0,0,0.0214,0.0214,Combust
