datetime,event,planet,from_sign,to_sign,degree,longitude
2025-10-03 05:15:00,Ingress,Mercury,Virgo,Libra,"0°00'05.19""",180.001443
2025-10-03 23:00:00,Ingress,Moon,Capricorn,Aquarius,"0°01'16.65""",300.021292
