datetime,event,planet,from_sign,to_sign,degree,longitude
2025-10-18 21:30:00,Ingress,Jupiter,Gemini,Cancer,"0°00'02.30""",90.000639
2025-10-18 23:45:00,Ingress,Moon,Leo,Virgo,"0°01'36.67""",150.026853
